timestamp,money_line_home,money_line_draw,money_line_away,spread_-0.75_home,spread_-0.75_away,spread_-0.5_home,spread_-0.5_away,spread_-0.25_home,spread_-0.25_away,spread_0.0_home,spread_0.0_away,spread_0.25_home,spread_0.25_away,spread_0.5_home,spread_0.5_away,spread_0.75_home,spread_0.75_away,spread_1.0_home,spread_1.0_away,spread_1.25_home,spread_1.25_away,totals_1.25_over,totals_1.25_under,totals_1.5_over,totals_1.5_under,totals_1.75_over,totals_1.75_under,totals_2.0_over,totals_2.0_under,totals_2.25_over,totals_2.25_under,totals_2.5_over,totals_2.5_under,totals_2.75_over,totals_2.75_under,totals_3.0_over,totals_3.0_under,totals_3.25_over,totals_3.25_under,totals_3.5_over,totals_3.5_under
2025-11-10 07:45:29,3.1,3.46,2.41,3.88,1.292,3.07,1.416,2.66,1.534,2.23,1.735,1.854,2.08,1.641,2.41,1.467,2.89,1.294,3.86,1.248,4.35,1.209,4.68,1.284,3.87,1.344,3.41,1.44,2.96,1.684,2.3,1.925,1.98,2.17,1.757,2.59,1.549,2.91,1.442,3.25,1.373
2025-11-10 07:45:34,3.07,3.42,2.25,3.84,1.254,3.05,1.367,2.66,1.471,2.26,1.641,1.862,1.961,1.641,2.25,1.462,2.69,1.287,3.56,1.237,4.01,1.209,4.68,1.261,3.68,1.319,3.27,1.409,2.86,1.636,2.24,1.869,1.934,2.1,1.724,2.49,1.52,2.79,1.416,3.1,1.348
2025-11-10 07:45:39,3.24,3.49,2.14,4.06,1.233,3.21,1.337,2.82,1.429,2.4,1.574,1.952,1.869,1.704,2.14,1.51,2.55,1.316,3.34,1.257,3.81,1.209,4.68,1.261,3.69,1.317,3.28,1.406,2.87,1.632,2.25,1.862,1.943,2.09,1.729,2.48,1.523,2.78,1.42,3.09,1.35
2025-11-10 07:45:44,3.28,3.53,2.11,4.1,1.229,3.25,1.332,2.85,1.42,2.43,1.558,1.98,1.847,1.724,2.11,1.523,2.51,1.325,3.29,1.263,3.75,1.209,4.68,1.26,3.69,1.316,3.28,1.404,2.88,1.628,2.26,1.854,1.943,2.08,1.735,2.48,1.526,2.78,1.42,3.09,1.35
2025-11-10 07:47:19,3.28,3.52,2.12,4.11,1.228,3.25,1.331,2.85,1.42,2.43,1.558,1.98,1.847,1.724,2.12,1.523,2.51,1.324,3.29,1.263,3.76,1.209,4.68,1.263,3.67,1.32,3.26,1.409,2.85,1.641,2.24,1.869,1.934,2.1,1.724,2.5,1.518,2.8,1.414,3.11,1.347
2025-11-10 07:47:24,3.28,3.51,2.12,4.11,1.228,3.25,1.331,2.85,1.42,2.43,1.558,1.98,1.847,1.724,2.12,1.52,2.51,1.322,3.3,1.261,3.77,1.209,4.68,1.267,3.64,1.325,3.23,1.416,2.83,1.645,2.23,1.877,1.925,2.11,1.719,2.51,1.512,2.81,1.411,3.12,1.344
2025-11-10 07:47:59,3.42,3.15,2.21,4.3,1.213,3.39,1.309,2.93,1.403,2.43,1.558,1.925,1.892,1.662,2.21,1.478,2.64,1.295,3.49,1.243,3.95,1.209,4.68,1.268,3.62,1.33,3.2,1.429,2.78,1.675,2.18,1.917,1.884,2.15,1.689,2.56,1.497,2.85,1.404,3.14,1.341
2025-11-10 07:52:59,3.17,3.25,2.28,3.97,1.24,3.15,1.349,2.73,1.454,2.28,1.628,1.854,1.961,1.625,2.28,1.452,2.73,1.278,3.62,1.231,4.08,1.209,4.68,1.268,3.62,1.33,3.21,1.427,2.79,1.666,2.19,1.909,1.892,2.14,1.694,2.55,1.502,2.84,1.404,3.14,1.341
2025-11-10 08:46:45,3.23,3.25,2.28,4.05,1.246,3.2,1.355,2.77,1.46,2.32,1.636,1.877,1.97,1.645,2.3,1.467,2.75,1.289,3.65,1.241,4.11,1.209,4.68,1.276,3.68,1.337,3.25,1.436,2.83,1.68,2.21,1.909,1.892,2.16,1.709,2.58,1.512,2.88,1.414,3.19,1.349
2025-11-10 08:47:30,3.26,3.27,2.29,4.09,1.243,3.23,1.35,2.79,1.454,2.33,1.628,1.884,1.97,1.649,2.29,1.469,2.74,1.292,3.63,1.242,4.1,1.209,4.68,1.276,3.69,1.337,3.25,1.436,2.83,1.68,2.21,1.909,1.892,2.16,1.709,2.58,1.51,2.88,1.414,3.19,1.349
2025-11-12 11:32:07,3.47,3.35,2.15,4.38,1.219,3.44,1.317,2.99,1.406,2.52,1.546,2,1.862,1.729,2.15,1.526,2.56,1.327,3.37,1.267,3.84,1.209,4.68,1.274,3.69,1.335,3.27,1.432,2.84,1.671,2.22,1.917,1.917,2.15,1.714,2.56,1.515,2.86,1.416,3.18,1.35
2025-11-12 11:32:32,3.44,3.34,2.17,4.33,1.223,3.41,1.321,2.96,1.413,2.49,1.558,1.98,1.869,1.714,2.17,1.518,2.58,1.322,3.41,1.263,3.88,1.209,4.68,1.274,3.69,1.335,3.26,1.432,2.84,1.675,2.22,1.917,1.917,2.15,1.714,2.56,1.515,2.87,1.416,3.18,1.35
